dtheta	theta2	sin(theta)	cos(theta)	u
0.0524900387041974	0.0595281678753445	0.0594930167405702	0.998228721766262	2.44481791437530
0.566654698518101	0.103421395274599	0.103237128232654	0.994656772637815	2.43944881998162
1.19869687874963	0.205317501683233	0.203878003149598	0.978996302256414	0.556444488699612
0.769669752555905	0.311473578035276	0.306461642559391	0.951883008378551	-1.22641544080733
0.104954258472169	0.331492331526224	0.325454475854735	0.945557710637548	-1.44749697782055
-0.928967201941304	0.299118526629995	0.294677988286934	0.955596611138385	-2.34087571165172
-1.87738495571858	0.158153741518367	0.157495259372949	0.987519743233039	-2.49943933516850
-2.51338263636895	-0.0781586050913577	-0.0780790539348014	0.996947170785216	-2.48437740389452
-2.89101721622995	-0.357827987853633	-0.350240624654024	0.936659759380085	-2.49546998852888
-3.07971890526172	-0.683760108801979	-0.631712330088744	0.775202897320340	-2.45056549814081
-2.67019445385054	-1.01162253652432	-0.847693692990653	0.530486006284680	-2.49331837727526
-2.32937131933903	-1.24870414678931	-0.948575211189993	0.316551842066761	2.49535148690930
-0.142444292942054	-1.35928774676670	-0.977715323493976	0.209935099983469	2.21227266499481
1.89665596442639	-1.24471048974458	-0.947303450512777	0.320337591685065	2.38095827729749
3.94606264962916	-0.933267202898991	-0.803568903840571	0.595211741131224	2.46828498918368
5.75337077448932	-0.429125330600281	-0.416075598541176	0.909330026062377	2.48154622407261
6.71056761215216	0.179746760518158	0.178780419620908	0.983888998596982	2.49992936965131
6.67487427141180	0.863232126687319	0.759947361324483	0.649984621368810	2.49951999753811
5.96811584966987	1.50748488744841	0.997996500183513	0.0632691522106951	2.40927890926704
5.32549950969434	2.05961754455799	0.882887010906007	-0.469585483137476	-1.18972705897848
3.92363174415620	2.52584515652230	0.577568896796588	-0.816341943950679	-2.40222604038469
2.39427193903647	2.83918415524311	0.297820273655476	-0.954621958997266	-2.14874997661469
1.64757334996946	3.06716918654570	0.0743547826347386	-0.997231851827518	-2.49999906919050
0.773646954388324	3.17424057846686	-0.0326421253530435	-0.999467103837058	-2.49944497710908
0.235869909186212	3.24570296207005	-0.103922335865979	-0.994585415189746	-2.49623348682073
-0.406285427246667	3.20738860561485	-0.0657484893437039	-0.997836227117968	0.152327815076306
-0.374792939761411	3.17667303714959	-0.0350731888210846	-0.999384746444492	0.795941738846026
-0.118644148447591	3.17680047968899	-0.0352005526658444	-0.999380268512451	-0.585757007950511
-0.179799397090414	3.16334071847203	-0.0217463505288966	-0.999763520157979	0.118161230493914
-0.147630916739286	3.14399642867893	-0.00240377277424510	-0.999997110934052	0.465752319399983
-0.0245390315391749	3.13854979817663	0.00304285071754368	-0.999995370519039	-0.0140508553192922
-0.0186409805069814	3.13327467753306	0.00831788013870669	-0.999965405836621	0.0976720088656159
-0.117406393146212	3.14757740720623	-0.00598471789023946	-0.999982091415528	0.218060658844909
0.0241407676725686	3.13777708058772	0.00381556374384829	-0.999992720710164	-0.238932746746931
0.134383094893210	3.13956492906987	0.00202772313036723	-0.999997944167340	-0.825441850102068
-0.270990225342422	3.11709050534205	0.0244996966556993	-0.999699837383091	1.57232900626716
0.264995003913445	3.09929889881432	0.0422811469950767	-0.999105752465064	-0.369489288255763
0.0358703931440453	3.12633541009798	0.0152566515596689	-0.999883610518338	0.0108940896366804
-0.0339484832661586	3.12509611738053	0.0164957880033581	-0.999863935232264	0.386132362305819
-0.0413835668813274	3.11864372839430	0.0229469108945090	-0.999736684972798	0.581748965742501